,product_id,title,authors,original_price,current_price,quantity,category,n_review,avg_rating,pages,manufacturer,cover_link,discount
1418,23609962,Đắc Nhân Tâm - Bìa Mềm (Tái Bản 2019),Dale Carnegie,3.46,2.62,4155,Others,441,5.0,352,Unknown,https://salt.tikicdn.com/ts/product/49/07/d7/7d0b1c558a0ae78db544e21b23b8ecc5.png,0.24
1419,152743081,Bàn Tay Ánh Sáng,Barbara Ann Brennan,11.35,7.95,389,Kiến Thức Bách Khoa,50,5.0,624,Nhà Xuất Bản Thế Giới,https://salt.tikicdn.com/ts/product/95/27/2f/57db3e1a04439252fc8e4a45ab5dd4d4.jpg,0.3
1420,152561885,Combo Người Thông Minh Giải Quyết Vấn Đề Như Thế Nào + Người Giỏi Không Phải Là Người Làm Tất Cả,Unknown,4.89,4.41,1,Sách kỹ năng làm việc,0,0.0,456,Nhà Xuất Bản Tổng hợp TP.HCM,https://salt.tikicdn.com/ts/product/9b/83/8c/9d23ea52e90d48ca49d3b76da7e32649.jpg,0.1
1421,54053150,"Hoảng Loạn, Hỗn Loạn Và Cuồng Loạn - Gần 400 Năm Lịch Sử Các Cuộc Khủng Hoảng Tài Chính",Charles P. Kindleberger,7.55,4.82,950,Bài học kinh doanh,127,4.6,408,Nhà Xuất Bản Công Thương,https://salt.tikicdn.com/ts/product/fc/d6/62/f78ad0f467a20f3a400451afd01fb3e3.jpg,0.36
1422,129381092,Tư Duy Lại Lợi Thế Cạnh Tranh - 6 Quy Tắc Mới Cho Thời Đại Số,Ram Charan,4.64,3.76,171,"Sách quản trị, lãnh đạo",22,5.0,256,NXB Trẻ,https://salt.tikicdn.com/ts/product/1d/6f/65/d9daa43fda26e944a52fcd1e58ce3676.jpg,0.19
1423,116406724,Thầy Cô Giáo Hạnh Phúc Sẽ Thay Đổi Thế Giới - Tập 2 - Đi Như Một Dòng Sông (Tái Bản),Thích Nhất Hạnh,4.18,2.92,283,Others,27,5.0,212,Nhà Xuất Bản Hà Nội,https://salt.tikicdn.com/ts/product/e1/38/09/d812da8737f05c1f97bf53bc908fe5db.jpg,0.3
1424,58220389,Mô Hình Biểu Đồ - Phương pháp Hiệu quả để Tìm kiếm Lợi nhuận,Unknown,15.53,15.53,1032,"Sách tài chính, tiền tệ",203,4.8,456,Nhà Xuất Bản Thanh Niên,https://salt.tikicdn.com/ts/product/62/58/4b/13679d678d91708e7341054ccba7fa42.jpg,0.0
1425,54208928,Trò Chơi Vô Cực - Chiến Lược Dẫn Đầu Trong Thời Đại Khách Hàng Thông Minh,Simon Sinek,6.67,4.39,706,Sách kỹ năng làm việc,85,4.7,396,Nhà Xuất Bản Công Thương,https://salt.tikicdn.com/ts/product/0a/3a/2f/d94b9f8ad976bd1ea65d864b2c1f206e.jpg,0.34
1426,197587849,Yuri Espoir (Tập 3),Naoi Mai,3.33,2.66,413,Others,123,5.0,192,Nhà Xuất Bản Dân Trí,https://salt.tikicdn.com/ts/product/89/74/20/858a00cfd4848a8a51ab4cd8e3fa1e6d.png,0.2
1427,92859060,Tam Thể 3 - Tử Thần Sống Mãi,Lưu Từ Hân,12.24,6.73,865,Truyện Giả tưởng - Huyền Bí - Phiêu Lưu,218,4.7,683,Nhà Xuất Bản Hà Nội,https://salt.tikicdn.com/ts/product/fc/ea/63/f7df6a768f2ced1986321c0e843bd06d.jpg,0.45
1428,66398387,"Trời Sinh Vụng Về, Hãy Bù Đắp Bằng Sự Kiên Trì",Unknown,5.44,3.5,7366,Others,1971,4.7,368,Nhà Xuất Bản Phụ Nữ Việt Nam,https://salt.tikicdn.com/ts/product/e7/3a/33/d90504644a26715758f68aa20eebbde5.jpg,0.36
1429,185071145,Sói Đầu Đàn Và Cún Nhỏ - Tập 2,Ma Vĩ,5.7,4.26,2418,Others,903,5.0,192,Nhà Xuất Bản Hà Nội,https://salt.tikicdn.com/ts/product/b0/f8/42/52ddead08d074af75ba84245ed20103d.png,0.25
1430,202769486,TỬ HUYỆT CẢM XÚC,Roy Garn,6.29,5.03,39,Others,1,5.0,456,Nhà Xuất Bản Hồng Đức,https://salt.tikicdn.com/ts/product/77/2f/bb/5ceb7034affe89645e567c0a6c2fd17a.jpg,0.2
1431,10383904,Tôi Là Bêtô,Nguyễn Nhật Ánh,3.59,2.87,584,Truyện dài,136,5.0,456,Unknown,https://salt.tikicdn.com/media/catalog/producttmp/b2/67/c5/c21876e07e131f287ac1adb38614d66b.jpg,0.2
1432,52004412,D. Trump - Nghệ Thuật Đàm Phán (Tái bản 2020),Donald J.Trump & Tony Schwartz,4.6,3.28,3379,"Sách quản trị, lãnh đạo",470,4.8,328,NXB Trẻ,https://salt.tikicdn.com/ts/product/f4/99/63/ab805c6b5149f6fd647d7dfdd5157626.jpg,0.29
1433,196849403,"Gửi Em, Người Bất Tử - Tập 8 (Tái Bản 2022)",Yoshitoki Oima,1.27,1.1,217,Others,26,5.0,456,NXB Trẻ,https://salt.tikicdn.com/ts/product/02/fb/d7/de3ec70355ba6c0e6b10204f8978e1c1.jpg,0.13
1434,52218420,"Điềm Tĩnh Trong Bận Rộn - Ít Hơn, Hiệu Quả Hơn",Unknown,2.53,2.53,1,Sách kỹ năng làm việc,0,0.0,232,Nhà Xuất Bản Thanh Niên,https://salt.tikicdn.com/ts/product/ad/f0/bc/617ca4b190abfb326bdb731c0352e273.JPG,0.0
1435,101870295,Thiên Quan Tứ Phúc - Tập 3,Mặc Hương Đồng Khứu,6.71,3.85,1879,Others,753,5.0,456,Nhà Xuất Bản Hà Nội,https://salt.tikicdn.com/ts/product/e5/47/bb/b2a9842c3a23f379162aebaaddac8e61.jpg,0.43
1436,182551492,Black Jack 10 (Bìa Mềm),Osamu Tezuka,1.27,1.1,918,Others,112,5.0,200,NXB Trẻ,https://salt.tikicdn.com/ts/product/95/13/a3/ba5a35d5626590670232fda0a96acf2f.jpeg,0.13
1437,187622420,The Art and Science of Technical Analysis – Phân tích kỹ thuật: Sự kết hợp giữa KHOA HỌC và NGHỆ THUẬT trong đầu tư chứng khoán,Unknown,24.01,24.01,194,"Sách tài chính, tiền tệ",31,4.7,700,Nhà Xuất Bản Thế Giới,https://salt.tikicdn.com/ts/product/42/ba/7e/44f8ef20af1daf36ae7adb05dc7322d7.jpg,0.0
1438,71553539,Ehon - Cây Sồi (Tái Bản 2020),Akiko Kameoka,2.07,1.45,1040,Truyện tranh Ehon,133,4.8,36,Nhà Xuất Bản Lao Động,https://salt.tikicdn.com/ts/product/9d/5a/6c/2584d783bb945f7a806b072203a4bcc1.jpg,0.3
1439,168559528,Chiêm Tinh Học For Dummies,Rae Orion,10.51,7.35,159,Sách Chiêm Tinh - Horoscope,31,4.7,528,Nhà Xuất Bản Thế Giới,https://salt.tikicdn.com/ts/product/5e/46/86/8bfc49675dfdbd67f0cb8376138065e9.jpg,0.3
1440,176824199,Thần Số Học - Làm Chủ Cuộc Đời,Michelle Buchanan,5.82,4.6,686,Others,119,4.8,304,Nhà Xuất Bản Dân Trí,https://salt.tikicdn.com/ts/product/47/73/06/280b2e27cf3933a799320524fcbca4b4.jpg,0.21
1441,92096347,Trở Về Từ Xứ Tuyết (Tái Bản),Nguyên Phong,3.88,2.56,408,Others,81,5.0,232,Nhà Xuất Bản Thế Giới,https://salt.tikicdn.com/media/catalog/producttmp/1a/e8/80/25f91b83dd17f63152d01f08586d8fa8.jpg,0.34
1442,105778970,Nhật Ký Tarot,Unknown,8.4,6.03,1165,Sách Chiêm Tinh - Horoscope,303,5.0,328,Nhà Xuất Bản Thế Giới,https://salt.tikicdn.com/ts/product/3d/1c/25/531bcebfc63d73c61a85759db8c76ec1.jpg,0.28
1443,75630601,Trí Tuệ Tài Chính Dành Cho Nhà Quản Lý Nhân Sự,Unknown,8.4,5.14,571,"Sách quản trị, lãnh đạo",88,4.7,368,Nhà Xuất Bản Công Thương,https://salt.tikicdn.com/ts/product/01/f2/7b/5ab5c4fe408d77a3f8a555cc89e9a6c6.jpg,0.39
1444,191801175,Nhịn Khô,Sergey Filonov,5.86,4.11,219,Kiến thức - Bách khoa,17,4.7,296,Nhà Xuất Bản Thế Giới,https://salt.tikicdn.com/ts/product/d0/7e/4c/b985d91f5ee7ed90462ef6c2031205d6.jpg,0.3
1445,4363787,Animorphs - Người Hóa Thú (Tập 5) : Thú Săn Mồi,Katherine Applegate,2.66,2.66,47,Truyện Giả tưởng - Huyền Bí - Phiêu Lưu,4,4.8,168,Unknown,https://salt.tikicdn.com/ts/product/b7/be/8b/205e077569e86a29755515be1e9b27b3.jpg,0.0
1446,70016684,B2B Tinh Gọn - Xây Dựng Sản Phẩm Mà Các Doanh Nghiệp Muốn,Estienne Garbugli,6.24,4.68,352,Sách Marketing - Bán hàng ,49,4.7,330,Nhà Xuất Bản Phụ Nữ Việt Nam,https://salt.tikicdn.com/ts/product/76/9a/67/0065c29dd6be54a97c4fc41e240cccb5.JPG,0.25
1447,201048327,666 Satan - Tập 1,Seishi Kishimoto,1.27,1.14,115,Others,14,5.0,456,Nhà Xuất Bản Kim Đồng,https://salt.tikicdn.com/ts/product/7a/85/a1/b0db9bda303a1ea52f3a48fd6bdd18c9.jpg,0.1
1448,11841468,Đừng Bán Bảo Hiểm Hãy Trao Giải Pháp,Pilot Nguyễn,5.06,4.1,3763,Sách kỹ năng làm việc,184,4.7,248,Nhà Xuất Bản Tổng hợp TP.HCM,https://salt.tikicdn.com/ts/product/8f/69/ac/1b8bf3e9ba8f1d71577c9b6916c1ca72.jpg,0.19
1449,111271075,Nói Với Con Về Giới Tính,Educate and Empower Kids,5.82,3.49,324,Others,44,4.5,320,Nhà Xuất Bản Dân Trí,https://salt.tikicdn.com/ts/product/32/ad/16/60a5e324277197e6873b59269c408755.jpg,0.4
1450,160370181,Khói Trời Lộng Lẫy (Tập Truyện Ngắn Nguyễn Ngọc Tư)(Tái Bản),Nguyễn Ngọc Tư,3.8,2.71,345,Truyện ngắn - Tản văn - Tạp Văn,53,5.0,144,NXB Trẻ,https://salt.tikicdn.com/ts/product/a4/e1/00/f2cd413a2e2bec778f0472a104556f87.jpg,0.29
1451,130996086,Hình Hài Của Nước,Guillermo Del Toro,7.85,4.71,741,Tiểu Thuyết,177,5.0,408,Nhà Xuất Bản Hội Nhà Văn,https://salt.tikicdn.com/ts/product/a7/9b/55/1e9248c3f45b6eed5a0e9359b57c7e29.jpg,0.4
1452,57442540,AFTERMATH: Ác Quỷ Rừng Phế Tích,Nam Thanh,6.33,4.09,226,Truyện Giả tưởng - Huyền Bí - Phiêu Lưu,67,4.7,296,Nhà Xuất Bản Văn Hóa - Văn Nghệ TP.HCM,https://salt.tikicdn.com/ts/product/e0/30/be/46fa6f21707c5a446db60185939c5369.jpg,0.35
1453,178294073,Trading in The Zone - Thực Hành Kiểm Soát Cảm Xúc bằng Tâm Lý Học Hành Vi trong Đầu Tư và Giao Dịch,Mark Douglas,12.45,12.45,738,"Sách tài chính, tiền tệ",98,4.8,288,Nhà Xuất Bản Thanh Niên,https://salt.tikicdn.com/ts/product/e7/9d/cd/21f8a604bbfecf40b2c6b2ef0bc07892.jpg,0.0
1454,2782635,Nghệ Thuật Quản Lý Tài Chính Cá Nhân,Brian Tracy,6.71,4.01,183,Sách kỹ năng làm việc,18,4.7,324,Nhà Xuất Bản Lao Động,https://salt.tikicdn.com/ts/product/4c/54/54/74abf7632c853af58d5a3f0c5dbc2ea2.jpg,0.4
1455,102629342,999 Lá Thư Gửi Cho Chính Mình (**) - Tập 2 - Mong Bạn Trở Thành Phiên Bản Hạnh Phúc Nhất (Tái bản),Miêu Công Tử,5.44,3.86,1505,Others,221,5.0,200,Nhà Xuất Bản Thanh Niên,https://salt.tikicdn.com/ts/product/45/12/f1/adf066eea1f7d00ee3bd0b66f1d5a30c.jpg,0.29
1456,49460092,Hệ Miễn Dịch: Khám Phá Cơ Chế Tự Phòng Chữa Bệnh Của Cơ Thể Người,Daniel M. Davis,6.29,4.09,2867,Others,263,4.7,300,Nhà Xuất Bản Dân Trí,https://salt.tikicdn.com/ts/product/ff/f4/ff/b4b33e7bebf5e890efb96263ee9b05d5.jpg,0.35
1457,76528029,Trứng Chim Cúc Cu Này Thuộc Về Ai? (Tặng Kèm Bookmark Cúc Cu),Keigo Higashino,5.86,3.59,1028,Truyện trinh thám,300,5.0,436,Nhà Xuất Bản Văn Học,https://salt.tikicdn.com/ts/product/f3/54/0c/4b11136aa65ee6313933da080a8b642d.jpg,0.39
1458,46107066,Học Cách Học,Barbara Oakley,6.71,4.7,340,Others,22,5.0,280,Nhà Xuất Bản Thế Giới,https://salt.tikicdn.com/ts/product/28/c8/2e/12352cf056d675fb6bfdb3f255421509.jpeg,0.3
1459,68330624,Dế Mèn Phiêu Lưu Ký – Đậu Đũa Minh Họa - Ấn Bản Kỉ Niệm 100 Năm Tô Hoài,Tô Hoài,9.49,7.13,2378,Others,540,5.0,176,Nhà Xuất Bản Kim Đồng,https://salt.tikicdn.com/ts/product/24/57/a2/6b2e295f3da2ad47f590a4346dd970d3.jpg,0.25
1460,1057434,Stem – Khoa Học Siêu Gần Gũi,Vicky Barker,2.49,1.82,1119,Kiến thức - Bách khoa,25,4.3,32,Unknown,https://salt.tikicdn.com/media/catalog/product/s/t/stem-quanh-em-02.u5430.d20171024.t160622.37682.jpg,0.27
1461,19918848,Bác Kỳ Tạp Lục,Variétés Tonkinoises,8.4,7.14,20,Others,7,4.7,518,Unknown,https://salt.tikicdn.com/ts/product/2f/62/8f/f50b96c2398214822bb47b65397e7e22.jpg,0.15
1462,145499994,Quẳng Gánh Lo Đi & Vui Sống (Khổ Nhỏ)(Tái Bản),Dale Carnegie,2.87,1.89,365,Sách nghệ thuật sống đẹp,65,4.8,376,Nhà Xuất Bản Tổng hợp TP.HCM,https://salt.tikicdn.com/media/catalog/producttmp/84/34/e5/84f2578ed9c9a1e7d0a7dc554cd2018b.jpg,0.34
1464,205148094,Cánh Cửa Mở Rộng -Thần Thoại Sisyphus,Albert Camus,4.01,2.97,16,Others,1,5.0,204,NXB Trẻ,https://salt.tikicdn.com/ts/product/83/b3/32/4a19530101588e9da9f6b6c9b3b73f29.jpg,0.26
1465,203883773,Tinh Thần Hiện Đại - Lịch Sử Hình Thành Và Phát Triển,John Herman Randall Jr.,19.2,14.68,46,Lịch Sử Thế Giới,6,4.7,864,Nhà Xuất Bản Tri Thức,https://salt.tikicdn.com/ts/product/48/68/17/cffa6154c828cc800662dd8e25b81383.png,0.24
1466,115093388,"Bộ sách Từ Bạn Đời Đến Bạn Đạo: Yêu Trong Tỉnh Thức, Kiến Tạo Gia Đình Hạnh Phúc - Tuệ An",Tuệ An,15.61,14.24,604,Others,93,5.0,456,Nhà Xuất Bản Hồng Đức,https://salt.tikicdn.com/ts/product/7c/72/8e/3e7d94dd2ee998e5c377f27656115764.jpg,0.09
1467,205508265,(Bìa cứng) HIMALAYA NHỮNG CUỘC PHIÊU LƯU - THIỀN - CUỘC SỐNG –Ruskin Bond & Namita Gokhale tuyển chọn – Hà Thị Thanh Huyền dịch – NXB Giáo Dục Việt Nam ,Unknown,21.05,21.05,32,Others,1,5.0,456,Nhà Xuất Bản Giáo Dục Việt Nam,https://salt.tikicdn.com/ts/product/34/45/97/55a64a59526bca4f1d8c475b7694c2c7.jpg,0.0
1468,136539753,Tự Chữa Lành Thông Qua Hiểu Biết Về Khoa Học Tâm Thức,Dương Thị Quỳnh Châu,5.02,4.18,636,Lĩnh vực khác,79,5.0,280,Nhà Xuất Bản Thế Giới,https://salt.tikicdn.com/ts/product/3c/bb/e4/5ed80e2807ada1e781b33a95d2b8f146.jpg,0.17
1469,46789749,Sa Môn Không Hải Thết Yến Bầy Quỷ Đại Đường Tập 1,Yumemakura Baku,5.49,3.29,1271,Truyện Giả tưởng - Huyền Bí - Phiêu Lưu,191,4.7,368,Nhà Xuất Bản Hà Nội,https://salt.tikicdn.com/ts/product/0a/8e/2d/e51b52cf8c8ed618ce8b55654fdc07ad.jpg,0.4
1470,193684715,Ngoan Cường Vượt Định Kiến,Chimamanda Ngozi Adichie,3.33,2.4,175,Others,17,4.6,112,Nhà Xuất Bản Thanh Niên,https://salt.tikicdn.com/ts/product/58/bf/45/a3b406c7313d54bb6190167c40f1545b.jpg,0.28
1471,198198501,Ngang Tàng - Tập 2,Vu Triết,8.35,5.27,137,Truyện dài,27,5.0,488,Nhà Xuất Bản Hội Nhà Văn,https://salt.tikicdn.com/ts/product/03/29/e9/fea3565b552be581c13655baad3b1c6a.jpg,0.37
1472,80142837,Hackers IELTS Basic- Listening,Hackers,9.66,6.16,900,Sách Học Tiếng Anh,248,5.0,448,Nhà Xuất Bản Thế Giới,https://salt.tikicdn.com/ts/product/0b/90/d5/5624e6e4070f762a670f78566e82f442.jpg,0.36
1473,196831940,Thấu Hiểu Con Người,Nate Regier,7.81,6.62,102,Others,6,4.7,276,Nhà Xuất Bản Tổng hợp TP.HCM,https://salt.tikicdn.com/ts/product/48/d3/a0/742528e797d083103468cafb7646e417.jpg,0.15
1474,41615620,Thám Tử Lừng Danh Conan Tập 11 (Tái Bản 2019),Gosho Aoyama,0.84,0.8,637,Others,65,5.0,180,Unknown,https://salt.tikicdn.com/ts/product/9b/52/2d/cb618671d0b94cf25600e54d97a15b60.jpg,0.05
1475,12533371,Đạo Đức Kinh,Lão Tử,4.18,2.74,1427,Others,51,5.0,212,Unknown,https://salt.tikicdn.com/ts/product/2a/dd/46/9bc6c707f10d0244c4dc2030cf22866f.jpg,0.34
1476,447164,Tôi Vẽ - Phương Pháp Tự Học Vẽ Truyện Tranh,Nhóm tác giả,4.22,2.87,5789,Others,946,4.8,296,Unknown,https://salt.tikicdn.com/media/catalog/product/b/i/bia_toi_ve-01.jpg,0.32
1477,72742668,Sức Mạnh Của Văn Hóa Doanh Nghiệp,Chris Dyer,6.67,6.33,26,"Sách quản trị, lãnh đạo",3,3.7,400,Nhà Xuất Bản Dân Trí,https://salt.tikicdn.com/ts/product/12/56/be/229892460b8684441af7ab4b225d094b.jpg,0.05
1478,36854641,Sự Thật Về Thế Giới : Mười Lý Do Khiến Ta Hiểu Sai Về Thế Giới - Và Vì Sao Thế Gian Này Tốt Hơn Ta Tưởng,Hans Rosling Ola Rosling,6.75,4.81,4376,Others,560,4.8,454,Unknown,https://salt.tikicdn.com/ts/product/a1/d1/2f/6355c27aaea2007a6798cd5c6a820a2e.jpg,0.29
1479,72512093,Bộ Sách Tự Xóa Thông Minh - Bé Vào Lớp 1 (5 -6 tuổi) (Tặng Kèm Bút Xóa),Unknown,3.76,2.37,1090,Kiến thức - Bách khoa,209,4.7,26,Nhà Xuất Bản Mỹ Thuật,https://salt.tikicdn.com/ts/product/d9/48/42/53c68de26be485c3951966a60c0c40ef.jpg,0.37
1480,73684906,Marketing Phải Bán Được Hàng,Donald Miller,6.71,4.47,1001,Sách Marketing - Bán hàng ,141,4.8,352,Nhà Xuất Bản Lao Động,https://salt.tikicdn.com/ts/product/f0/32/a6/05d996439321e149dfaf3f406bb3a2ee.jpg,0.33
1481,164990688,Bách Khoa Lịch Sử Thế Giới - Tái Bản 2022,nhieu tac gia,23.21,17.82,78,Lịch Sử Thế Giới,16,5.0,416,Nhà Xuất Bản Dân Trí,https://salt.tikicdn.com/ts/product/55/35/ca/fee2250e3baba463e2e6d3ca5219e66d.jpg,0.23
1482,195624160,Thai Giáo Theo Chuyên Gia - 280 Ngày Mỗi Ngày Đọc 1 Trang,Trạch Quế Vinh,4.85,3.4,103,Sách Làm Cha Mẹ,2,5.0,256,Nhà Xuất Bản Phụ Nữ,https://salt.tikicdn.com/ts/product/a7/5f/1f/073aa4b6970b43ad102cab7b13e61ee1.jpg,0.3
1483,11313176,Chàng Cắn Hồ Đào Và Vua Chuột,E.T.A Hoffmann,4.56,3.88,2802,Tiểu Thuyết,0,0.0,387,Nhà Xuất Bản Hội Nhà Văn,https://salt.tikicdn.com/ts/product/02/78/36/529461708b2c3a81e9005b99923ce3e1.jpg,0.15
1484,189558675,"Sổ Tay Công Thức Giải Nhanh Vật Lý 12, Kiến Thức Trọng Tâm Vật Lý ôn thi THPT QG bản 2022",Unknown,4.14,1.94,108,Others,9,5.0,82,Nhà Xuất Bản Dân Trí,https://salt.tikicdn.com/ts/product/2c/24/2a/49a3ef557fc975cb9934a02e40964a92.jpg,0.53
1485,178502501,"Boxset ""Thời Thơ Ấu Dài Lâu""",Nguyễn Nhật Ánh,41.77,29.03,242,Văn học thiếu nhi,65,4.5,456,NXB Trẻ,https://salt.tikicdn.com/ts/product/88/89/3d/0a9fd166ed3ffcc64e6623a87f8f36cb.jpg,0.31
1486,197745260,Combo Sách Không Phải Sói Nhưng Cũng Đừng Là Cừu + Thao Túng Tâm Lý (Bộ 2 Cuốn),Lê Bảo Ngọc,9.58,8.27,50,Others,2,5.0,456,Nhiều Nhà Xuất Bản,https://salt.tikicdn.com/ts/product/0d/b5/1c/8d722e8a72d9f66ab38cf36ef20a9473.jpg,0.14
1487,202429188,Hiệu Ứng Lucifer - Tập 1,Philip Zimbardo,10.08,6.16,52,Tiểu Thuyết,5,4.6,476,Nhà Xuất Bản Thanh Niên,https://salt.tikicdn.com/ts/product/46/cb/a9/fa0bdcdbc87f9099d016b24d8ab1a88c.png,0.39
1488,108501281,"Hộp Sách (Gồm 4 Cuốn) Sức Mạnh Tư Duy : Tư Duy Phản Biện + Tư Duy Vượt Giới Hạn, Thành Công Vượt Đám Đông + Tư Duy Logic + Rèn Luyện Tư Duy Logic (Tái Bản)",Unknown,21.14,16.84,171,Others,46,5.0,456,Nhiều Nhà Xuất Bản,https://salt.tikicdn.com/ts/product/c8/e8/d4/b7fe1f98f3b59ed3147fe9561a0b61cc.jpg,0.2
1489,19349145,Bí Mật Tư Duy Triệu Phú (Tái Bản 2019),T.Harv Eker,4.2,4.2,2088,Bài học kinh doanh,273,4.8,456,Nhà Xuất Bản Tổng hợp TP.HCM,https://salt.tikicdn.com/ts/product/bd/9d/5e/7dfa668b2928eebe183138eb14657350.jpg,0.0
1490,83680361,ISMS - Hiểu Về Nghệ Thuật Hiện Đại,Sam Phillips,10.34,6.72,159,Others,38,4.8,160,Nhà Xuất Bản Thế Giới,https://salt.tikicdn.com/ts/product/fb/e4/ea/8164445fad71288bc490a108e020c043.jpg,0.35
1491,142791749,Sự Trỗi Dạy Và Suy Tàn Của Đế Chế Thứ 3 (Tái Bản),William L.Shirer,16.24,11.35,461,Lĩnh vực khác,120,4.5,456,Nhà Xuất Bản Thông Tin Và Truyền Thông,https://salt.tikicdn.com/ts/product/fc/f2/d0/84b3f3819ae135d4213f1eae55a6c3ac.jpg,0.3
1492,158307847,Anh Sẽ Đi Tìm Em Trên Chiếc Xe Đạp Hỏng,Ichikawa Takuji,5.4,4.05,552,Tác phẩm kinh điển,109,5.0,300,Nhà Xuất Bản Hà Nội,https://salt.tikicdn.com/ts/product/52/da/6c/75eb599b61a9d818ea66bb1c6ed6d5a4.jpg,0.25
1493,57870426,Sức Mạnh Của Ngôn Từ (Tặng Kèm 1 Photocard Mintbooks Limited),Shin Dohyeon,4.05,2.47,13288,Others,3124,4.8,212,Nhà Xuất Bản Thanh Niên,https://salt.tikicdn.com/ts/product/a7/60/ef/ca49f29ec16d25b87383f369471ab42e.jpg,0.39
1494,203899324,Unstoppable Us – Không Thể Dừng Bước - Tập 1: Loài Người Chinh Phục Thế Giới Như Thế Nào,Unknown,11.35,9.03,15,Lịch Sử Thế Giới,0,0.0,456,Nhà Xuất Bản Tri Thức,https://salt.tikicdn.com/ts/product/4f/1e/1f/07060300b98622a514307187c4a1779a.png,0.2
1495,111271564,Vòng Xoáy Đi Lên - Đảo Chiều Trầm Cảm Từ Những Thay Đổi Nhỏ,Alex Korb,6.29,4.4,552,Others,94,4.8,332,Nhà Xuất Bản Công Thương,https://salt.tikicdn.com/ts/product/74/99/56/a48131e3548e0dc591755faf33a6d08e.jpg,0.3
1496,2202113,Đoàn Tàu Trong Mơ,Sherri Duskey Rinder,3.71,1.86,547,Tiểu Thuyết,20,4.1,36,Unknown,https://salt.tikicdn.com/ts/product/4d/ff/6b/8a79210cbb98b529ef41d9d27107de70.jpg,0.5
1497,187824773,Tướng Về Hưu Và Những Truyện Khác (Bản Đặc Biệt),Nguyễn Huy Thiệp,15.19,11.24,134,Others,19,5.0,498,NXB Trẻ,https://salt.tikicdn.com/ts/product/c9/7f/89/8040e7fd83aa48dca2f04c64f8047b67.jpg,0.26
1498,192125793,Harry Potter và tên tù nhân ngục Azkaban (Tái Bản 2022),J.K.Rowling,8.65,6.3,125,Truyện Giả tưởng - Huyền Bí - Phiêu Lưu,19,5.0,560,NXB Trẻ,https://salt.tikicdn.com/ts/product/5d/8b/df/68be2f5df01019ca0af71791e5452988.jpg,0.27
1499,6807847,Cảm Ơn Người Lớn (Bìa Mềm),Nguyễn Nhật Ánh,4.64,3.34,31302,Truyện dài,1007,4.8,264,Unknown,https://salt.tikicdn.com/ts/product/c8/46/9a/ddd72dee5c2d4756ce2d13df50121614.jpg,0.28
1500,194103341,Bột Nước Muối Men: Nền tảng của bánh mỳ và pizza thủ công,Ken Forkish,15.19,11.14,132,Others,9,5.0,412,Nhà Xuất Bản Phụ Nữ,https://salt.tikicdn.com/ts/product/65/94/1a/de461736ae3514be1eb065f7c3250864.jpg,0.27
1501,101983078,Ông Nội Vượt Ngục,David Walliams,5.4,3.24,483,Others,72,4.8,428,Nhà Xuất Bản Hội Nhà Văn,https://salt.tikicdn.com/ts/product/38/38/8c/c7467f3ed503b6eada78a60282a2a252.jpg,0.4
1502,184101370,Sức Mạnh Của Thói Quen (Tái Bản 2022),Charles Duhigg,7.13,4.49,134,Others,12,5.0,436,Nhà Xuất Bản Lao Động,https://salt.tikicdn.com/ts/product/98/21/f5/d080bb9a27db3ab874a26a40664c20a4.jpg,0.37
1503,980770,Chí Phèo,Nam Cao,2.03,1.52,1932,Truyện ngắn - Tản văn - Tạp Văn,314,4.8,207,Unknown,https://salt.tikicdn.com/media/catalog/product/c/h/chi-pheo.u5465.d20170929.t175925.141730.jpg,0.25
1504,58946834,Sách PACE Books - Lãnh đạo tỉnh thức (The Mindful Leader) - Michael Bunting,Michael Bunting,4.43,3.52,642,"Sách quản trị, lãnh đạo",58,5.0,212,Nhà Xuất Bản Tổng hợp TP.HCM,https://salt.tikicdn.com/ts/product/5d/34/5d/141c2f7e46934341f2876016a8e247a2.jpg,0.2
1505,197558906,Tanaka Lúc Nào Cũng Vật Vờ - Tập 2,Nozomi Uda,1.6,1.56,219,Others,28,5.0,456,Nhà Xuất Bản Kim Đồng,https://salt.tikicdn.com/ts/product/df/a9/3c/eeb9a0d1d0c186d634b839c142e49f0f.jpg,0.03
1506,193209826,Con Đường Tơ Lụa - Vạn Dặm Xa Từ Pakistan Tới Tây An,Trần Hồng Ngọc,5.44,3.73,71,Others,7,5.0,216,Nhà Xuất Bản Lao Động,https://salt.tikicdn.com/ts/product/b4/06/d5/879da365a0c00a79891bf243a871c56a.png,0.32
1507,160370177,Không Ai Qua Sông (Tập Truyện Ngắn Nguyễn Ngọc Tư)(Tái Bản),Nguyễn Ngọc Tư,4.22,3.03,127,Truyện ngắn - Tản văn - Tạp Văn,13,4.8,170,NXB Trẻ,https://salt.tikicdn.com/ts/product/b3/40/60/d609217f1e2de9968a8ebfda55ea15b3.jpg,0.28
1508,40433264,Combo Bí Ẩn Mãi Mãi Là Bí Ẩn( Trọn bộ 6 cuốn)( tặng kèm sổ Tay Xương Rồng),Unknown,11.39,7.38,738,Kiến Thức Bách Khoa,169,5.0,456,NXB Trẻ,https://salt.tikicdn.com/ts/product/e4/eb/47/2a58741a08a9076a305a2984ada9b3b2.jpg,0.35
